m,s_tor,tangential_current,rational_s_tor
4,0.8800649151346207,0.02783416205179022,0.3367832353310154
4,0.8903449251423359,0.01728731450119147,0.3367832353310154
4,0.9024485934873631,0.009013585947920875,0.3367832353310154
4,0.9155754611491084,0.005588105956058171,0.3367832353310154
4,0.9287086534110897,0.005953497412357292,0.3367832353310154
4,0.941472249796077,0.008570315196940112,0.3367832353310154
4,0.9518677402203145,0.012662694083575742,0.3367832353310154
4,0.9599406442380223,0.0184567025219285,0.3367832353310154
4,0.9634130667867792,0.02166816370990328,0.3367832353310154
4,0.965342356432886,0.02194843585510342,0.3367832353310154
4,0.9664223237696791,0.02776896174988757,0.3367832353310154
4,0.9674145570056226,0.023617989687947035,0.3367832353310154
4,0.9679162108730919,0.04263005837085698,0.3367832353310154
4,0.9684182618066598,0.014560806556233905,0.3367832353310154
4,0.9689207644176998,0.018905852673348707,0.3367832353310154
4,0.9693446541287077,0.025866596793450543,0.3367832353310154
4,0.9697623137315462,0.032949900029596704,0.3367832353310154
4,0.9701802583716131,0.018302633866896782,0.3367832353310154
4,0.9707550908230589,0.01747582162107369,0.3367832353310154
4,0.9713446746028922,0.019962521443973993,0.3367832353310154
4,0.9722355805978384,0.01794018284005252,0.3367832353310154
4,0.9734889347228867,0.012906027983695377,0.3367832353310154
4,0.975595953002087,0.012011867602325027,0.3367832353310154
4,0.9801507376451575,0.01988743412194249,0.3367832353310154
4,0.9884866870869876,0.08885592808055434,0.3367832353310154
5,4.2944355222680766e-05,0.27536636082597304,0.48848330397173
5,0.00017176979397226936,0.015361656520709878,0.48848330397173
5,0.0003864619665457989,0.004115358307827496,0.48848330397173
5,0.0006870164346594247,0.0011030012782981614,0.48848330397173
5,0.0010733980386975206,0.00028986485911401406,0.48848330397173
5,0.0015455947684413502,8.116630044166607e-05,0.48848330397173
5,0.002103595899582695,2.499932639894614e-05,0.48848330397173
5,0.002747400299743042,8.6235053891704e-06,0.48848330397173
5,0.0034770757855094943,1.9436569252411215e-05,0.48848330397173
5,0.0042927087149518435,2.2085003878685607e-05,0.48848330397173
5,0.005194413333782453,2.0687638755795307e-05,0.48848330397173
5,0.006182324233385497,2.1555645171373895e-05,0.48848330397173
5,0.0072565635800214,1.98640490800874e-05,0.48848330397173
5,0.00841725324054319,1.7972185014431865e-05,0.48848330397173
5,0.009664506269285944,2.0031945474859894e-05,0.48848330397173
5,0.010998394966203287,2.2660963611803388e-05,0.48848330397173
5,0.012419072582074258,2.4225631777029684e-05,0.48848330397173
5,0.01392669054584782,2.7547848397929298e-05,0.48848330397173
5,0.015521405547768636,2.461618290744832e-05,0.48848330397173
5,0.0172033857191583,2.551905737332324e-05,0.48848330397173
5,0.0189727021847418,2.4236170705485415e-05,0.48848330397173
5,0.020829572710734538,1.775368405476771e-05,0.48848330397173
5,0.022774196115819472,1.2459014978994303e-05,0.48848330397173
5,0.02480671847745201,1.1989683447556473e-05,0.48848330397173
5,0.026927227780715608,1.3793674627130445e-05,0.48848330397173
5,0.02913574724234042,1.5249361100687987e-05,0.48848330397173
5,0.03143239652818393,2.0788573000103188e-05,0.48848330397173
5,0.03381726723966916,1.4278318405400015e-05,0.48848330397173
5,0.036290384299235645,1.533056224301659e-05,0.48848330397173
